#Amsterdam,Berlin,Delhi,London,Melbourne,Montpellier,Mumbai,Munich,Paris,Pune
20.28,26.95,30.54,18.75,10.44,25.39,25.86,22.93,20.78,22.86
20.45,25.62,31.77,20.75,11.66,23.41,25.91,20.44,22.06,22.87
20.62,23.13,31.6,20.01,10.37,24.81,25.97,18.19,20.6,23.17
19.44,21.05,30.25,18.67,9.99,26.23,25.95,16.81,19.69,23.19
19.11,20.2,31.2,18.72,9.35,25.75,25.55,18.06,20.51,22.74
19.99,20.32,32.14,19.17,9.51,25.7,25.77,17.37,21.31,23.01
21.32,21.15,31.06,21.43,8.29,26.78,26.15,18.13,23.8,23.56
23.03,23.02,30.26,22.25,9.54,26.38,26.1,18.9,25.74,23.31
23.54,24.17,31.33,18.12,11.0,25.9,25.9,20.17,24.37,23.1
19.46,24.31,31.39,18.32,10.48,27.44,25.72,21.48,21.87,23.02
18.07,20.87,31.51,18.9,11.69,25.84,25.88,17.91,19.57,22.82
17.69,19.73,31.76,17.88,12.6,25.54,25.74,17.21,19.96,22.91
18.49,18.41,31.79,17.6,13.35,24.97,26.2,18.87,21.56,23.44
18.4,18.52,31.12,17.65,10.46,26.11,26.28,19.52,20.19,24.16
18.14,18.28,32.82,17.8,10.18,25.49,26.91,15.14,20.81,24.85
18.16,17.56,33.06,19.0,9.75,26.56,26.45,14.66,22.21,24.35
18.72,17.38,32.32,19.18,8.96,24.42,27.25,14.6,20.47,25.06
19.24,17.63,32.29,19.03,9.67,23.44,27.71,16.86,20.23,25.12
20.87,18.82,33.12,19.63,9.56,24.24,26.81,17.89,21.49,24.13
21.8,19.43,32.43,19.32,9.97,24.7,26.52,19.01,23.33,23.93
21.1,17.95,32.52,17.75,10.19,24.56,26.48,19.91,20.47,23.98
19.91,19.71,32.84,18.15,11.99,23.59,26.59,19.48,18.27,24.16
18.43,17.13,32.13,16.8,13.43,22.47,27.61,16.62,17.72,24.34
16.82,17.43,32.52,16.57,13.2,21.98,28.05,14.87,16.81,24.32
17.55,16.81,31.58,16.71,11.69,21.93,27.36,13.46,16.63,24.36
18.41,16.76,31.67,17.58,10.93,22.82,26.92,13.75,17.76,24.26
18.67,16.5,31.25,20.1,9.2,22.89,25.74,14.94,19.72,22.99
17.83,17.08,31.07,16.95,8.84,24.33,26.11,17.76,21.59,23.45
16.61,14.64,29.87,16.46,10.12,23.52,26.25,19.45,21.31,23.22
15.65,14.55,27.75,14.31,12.14,23.99,26.61,16.5,17.92,23.52
14.1,13.67,26.96,11.64,11.22,22.82,26.2,11.89,14.02,23.05
14.13,12.64,29.02,10.86,10.55,18.24,26.35,8.18,11.9,23.36
13.62,11.29,29.32,11.97,11.3,18.15,25.86,8.55,12.61,22.68
13.95,11.86,29.2,12.86,11.35,19.52,25.67,8.26,12.9,21.86
13.87,11.77,29.6,13.8,12.29,19.26,25.23,7.85,12.75,21.58
13.86,12.26,28.74,15.03,13.55,18.77,25.02,8.46,12.94,21.45
13.51,11.52,27.68,14.96,13.66,18.98,24.93,8.24,13.89,21.18
14.87,11.5,26.94,14.21,12.19,19.83,24.83,10.7,15.09,21.65
14.13,12.83,26.32,12.79,10.48,19.6,25.36,11.65,14.57,22.25
13.14,13.38,27.25,11.85,12.16,17.98,25.53,11.63,13.42,22.75
13.29,12.75,26.52,12.39,11.76,17.11,25.63,10.73,12.24,22.02
11.51,11.01,26.55,10.19,12.64,16.82,25.24,9.08,12.24,22.81
11.95,8.47,27.18,9.82,12.43,18.43,25.37,8.18,11.56,22.65
12.32,9.58,26.93,9.99,12.1,15.69,25.74,7.23,10.78,22.93
13.17,10.43,26.49,11.92,12.5,15.1,26.45,9.03,12.13,23.95
14.71,9.9,26.85,14.53,11.9,17.19,26.27,9.64,16.19,23.7
14.16,12.43,26.28,13.29,11.86,19.64,25.69,11.91,14.79,22.91
13.58,12.49,25.04,13.02,12.7,19.5,25.6,9.8,11.64,22.67
14.47,13.3,26.22,16.09,12.32,18.78,26.0,9.5,12.27,23.29
16.28,13.52,27.65,15.47,12.27,17.79,26.39,13.72,15.31,23.25
13.97,14.03,25.75,12.52,15.01,19.0,25.34,13.82,13.73,21.82
13.73,11.4,24.71,13.94,15.1,18.0,25.62,12.81,11.98,22.63
12.73,11.88,24.6,11.13,10.78,18.01,25.48,11.55,11.9,22.68
11.47,10.41,24.15,11.48,10.15,17.9,26.17,9.74,11.16,23.3
11.5,11.06,24.5,11.35,11.74,18.64,26.45,12.98,13.47,24.02
12.27,10.59,24.94,9.69,13.31,18.75,26.43,12.14,11.05,24.05
11.05,10.27,24.09,12.5,15.23,19.46,26.3,12.35,12.58,23.32
12.69,10.45,22.83,13.06,14.74,18.78,25.84,11.57,13.73,22.88
12.79,12.91,22.22,11.29,12.43,19.07,26.43,12.37,14.95,23.11
13.86,14.58,23.33,12.47,12.63,18.04,25.98,14.17,16.27,23.0
14.36,14.97,24.21,13.39,12.11,20.48,25.71,15.72,16.67,22.58
15.05,17.56,23.28,14.31,11.45,20.24,27.15,15.25,16.83,24.35
13.04,13.78,23.44,11.66,12.95,19.5,26.12,14.39,16.75,22.97
11.08,10.33,22.77,13.45,14.5,19.26,26.61,13.55,16.99,23.62
11.82,8.8,22.7,13.78,14.76,20.19,26.62,11.7,17.34,23.51
13.96,12.26,23.26,15.38,17.61,20.41,27.04,13.81,16.44,23.41
13.82,13.69,22.24,14.55,16.14,19.64,25.68,12.06,15.66,21.71
14.1,13.66,21.91,15.81,14.94,19.93,23.69,13.41,17.94,19.49
14.81,14.62,21.03,13.91,15.69,20.57,23.86,12.74,15.61,20.11
13.8,12.99,20.74,13.43,17.51,18.72,23.93,12.01,14.94,20.36
14.4,11.74,22.09,15.36,15.94,19.84,23.73,12.44,16.19,19.61
15.38,13.4,22.4,16.03,14.87,19.04,23.8,14.04,17.59,19.58
15.43,16.28,21.98,14.49,11.85,18.29,23.39,15.44,17.76,18.97
15.09,15.81,22.41,15.47,12.19,17.54,23.02,16.11,17.57,18.69
14.94,15.05,21.59,13.34,14.38,18.95,23.43,15.36,14.88,19.35
13.02,13.85,21.64,13.98,15.18,19.75,23.84,14.87,16.12,19.68
14.25,12.77,21.38,12.8,9.09,19.14,23.16,11.62,13.67,19.29
12.72,9.6,21.47,11.7,10.56,17.18,23.33,10.01,11.7,20.25
12.52,8.34,21.2,10.52,11.74,16.79,23.42,9.54,10.84,19.64
10.61,8.57,21.73,7.71,12.57,12.67,23.32,5.8,8.9,19.59
10.2,6.93,20.5,9.06,15.84,12.77,23.81,4.8,8.02,20.05
9.6,6.77,21.3,12.29,18.4,13.04,24.19,6.35,7.65,19.97
11.94,9.27,22.41,12.81,18.93,14.25,24.29,8.89,11.91,20.59
12.17,10.85,20.92,12.78,19.81,17.71,24.52,7.91,12.19,21.02
11.7,11.27,21.43,10.7,20.36,17.03,24.71,8.47,11.13,20.77
11.36,10.56,21.16,12.28,19.29,14.71,23.74,8.67,8.7,19.48
9.49,9.03,18.5,12.34,17.39,16.1,23.31,7.27,8.13,19.18
9.4,7.33,17.99,10.8,15.11,15.87,23.67,6.88,9.75,19.91
9.23,7.32,18.45,10.55,18.14,15.81,23.47,6.15,8.21,19.77
6.58,6.42,19.06,10.58,14.14,16.43,23.84,5.97,8.4,20.54
9.79,7.6,19.16,9.57,10.33,16.2,23.7,6.19,9.21,20.32
10.04,5.53,18.0,9.99,10.85,14.54,22.94,5.66,10.26,18.85
9.97,3.1,16.44,8.6,12.4,15.24,22.3,6.01,10.98,18.1
7.67,-1.32,16.49,7.42,15.09,12.1,21.78,4.94,8.43,17.87
0.88,-1.62,16.82,6.19,16.56,10.71,21.74,4.04,7.22,17.61
0.6,-1.09,16.15,6.67,13.59,9.94,20.25,3.28,5.8,16.08
3.43,-2.32,16.4,6.3,9.77,10.58,20.47,2.12,5.68,16.66
6.05,-0.43,15.99,5.29,12.51,10.38,21.81,1.99,7.21,19.07
7.53,1.46,15.54,8.25,13.33,11.71,23.24,2.66,7.51,20.79
8.5,1.81,16.42,8.73,13.76,11.56,23.4,4.16,8.98,21.16
8.32,3.87,17.31,7.76,14.22,10.93,24.42,2.83,7.21,21.73
7.22,5.65,15.76,8.93,17.67,10.34,24.65,3.77,5.62,21.63
6.08,4.46,16.13,9.8,14.4,10.07,24.02,0.02,5.82,21.0
8.21,2.42,17.05,6.86,13.46,11.08,23.55,1.91,7.2,21.17
7.59,2.48,17.26,5.6,13.68,9.19,22.78,2.65,6.71,20.24
6.26,1.58,16.42,6.18,13.99,8.55,23.2,0.58,4.95,19.25
5.1,-0.53,16.42,4.53,14.24,8.05,22.89,-0.15,4.47,18.77
2.5,-0.27,17.49,4.46,15.77,7.5,22.96,-0.65,3.13,19.54
1.64,-2.03,17.39,4.36,20.13,7.15,24.24,-0.68,1.07,20.96
1.3,0.0,16.67,3.87,22.81,8.75,25.5,0.78,1.15,22.29
5.34,0.63,15.57,4.94,15.56,6.41,25.81,0.46,1.0,21.94
5.26,-0.08,14.0,3.48,15.12,7.21,24.84,0.1,1.44,20.75
5.13,0.82,13.56,1.45,14.64,7.4,24.1,-0.94,3.07,19.93
3.6,0.89,14.21,-1.72,11.94,7.1,22.06,-1.47,1.61,17.82
0.13,-0.87,16.09,-1.69,12.89,11.41,20.37,-1.33,-0.22,16.33
1.04,-2.66,16.56,-0.73,16.51,6.0,21.19,-1.29,-1.1,18.31
0.69,-3.63,16.66,-0.78,18.79,2.73,23.98,-4.24,-2.72,21.45
-1.48,-2.37,16.45,-0.57,13.47,4.69,25.69,-5.98,-2.52,22.08
-1.46,-4.61,16.07,-1.08,12.44,10.15,26.21,-9.0,-2.83,21.69
-1.11,-7.34,14.37,-0.93,12.38,11.26,24.88,-2.16,-1.46,22.19
2.14,-6.97,13.24,-2.25,12.91,10.81,25.27,-1.71,-3.04,22.48
0.37,-5.93,14.14,-1.61,14.26,8.15,26.2,-3.57,-2.3,22.8
-2.13,-4.83,14.69,0.2,15.23,5.07,26.32,-6.68,-5.17,22.47
-2.89,-5.27,14.48,1.7,15.63,8.21,25.77,-6.83,-2.97,21.5
4.45,-1.59,14.11,10.26,15.99,13.8,24.42,-0.55,5.04,19.59
6.42,2.19,13.47,8.29,16.98,13.96,23.82,2.08,7.52,19.34
5.47,3.18,13.39,6.49,19.42,12.36,23.84,2.61,8.46,19.94
6.77,3.48,12.6,7.08,19.99,12.22,23.93,4.48,10.74,20.15
6.69,4.21,13.02,8.52,18.98,13.2,22.57,7.12,11.62,19.74
7.14,4.41,11.84,8.41,17.12,12.41,21.04,6.35,9.16,19.25
6.79,5.34,10.11,9.23,20.5,11.64,20.7,5.08,9.74,19.25
6.18,7.46,11.23,5.64,22.32,12.52,21.98,6.23,7.49,19.79
5.4,2.49,11.67,6.57,26.12,10.58,23.67,2.68,5.01,21.01
8.13,4.14,12.54,9.95,20.29,10.01,24.05,1.88,9.36,21.35
8.42,7.68,14.02,7.16,16.31,11.59,23.72,3.54,8.47,20.54
7.24,5.39,14.9,9.07,20.31,11.15,23.19,5.5,9.87,20.21
11.63,12.13,12.67,11.71,22.23,12.35,22.37,8.98,12.98,18.95
10.02,10.92,12.9,9.18,26.12,13.22,21.71,7.88,10.98,18.44
7.25,10.02,12.26,4.84,23.17,13.5,22.37,7.03,8.74,18.86
5.47,5.01,9.98,7.7,16.83,10.95,22.26,5.09,6.39,18.71
10.25,6.39,8.57,11.06,15.25,8.96,22.41,4.65,10.73,19.13
9.14,6.74,8.75,9.94,17.58,11.1,23.5,7.84,11.13,20.01
9.05,5.89,8.74,8.65,18.51,10.73,24.58,5.96,9.69,20.56
9.04,6.69,9.69,8.98,20.94,11.49,24.68,4.94,7.5,20.07
7.55,5.13,12.35,6.96,22.48,10.79,23.39,2.41,7.94,18.45
6.41,4.18,13.14,5.21,21.73,9.18,22.02,3.24,5.84,17.48
6.95,4.63,12.82,7.77,18.88,8.77,22.6,0.87,6.63,17.62
9.18,4.9,13.51,8.0,22.59,9.13,22.18,3.82,9.29,18.18
10.12,7.32,13.82,9.75,20.42,9.14,21.14,3.69,9.4,18.19
8.43,8.25,16.43,6.64,20.91,8.97,20.43,4.42,7.88,16.48
7.68,6.34,12.35,8.23,25.77,8.34,19.58,3.35,9.14,16.32
6.3,5.91,7.77,4.29,18.38,8.32,19.92,3.94,6.13,17.33
4.06,3.17,8.92,0.92,20.47,7.92,20.62,0.18,4.11,18.16
2.35,1.22,8.98,-2.48,26.81,7.18,20.51,-0.19,1.21,18.45
3.09,-1.15,9.25,-0.42,17.79,4.94,21.96,-1.17,0.1,19.37
3.39,-1.34,11.7,-0.53,16.21,4.62,22.82,-2.38,0.56,19.93
1.83,-1.13,13.01,0.63,17.35,4.55,23.03,-2.31,1.84,20.03
0.59,0.32,14.18,0.68,19.31,4.43,22.08,-2.9,-0.1,18.7
1.05,0.17,15.17,-0.29,19.36,3.09,20.79,-3.19,-1.09,18.17
2.11,-0.58,16.07,-0.34,21.19,3.64,20.24,-2.98,-0.56,17.96
0.84,-0.69,15.89,0.55,21.43,5.39,19.56,-0.85,0.08,17.28
0.75,-0.37,16.17,0.79,21.91,4.77,20.0,-1.43,-0.21,18.0
4.78,-1.14,14.78,2.67,17.6,3.74,21.83,-2.08,1.28,19.99
3.25,-0.5,11.84,2.91,19.69,2.95,25.15,-3.02,2.98,21.99
2.92,-1.63,13.1,1.8,23.79,3.76,24.97,-3.26,0.35,21.32
4.4,-0.65,14.95,3.74,19.12,4.0,23.98,-2.83,0.9,20.65
6.01,2.15,13.12,4.42,18.32,4.61,23.32,-1.69,3.28,20.84
6.05,2.47,14.2,4.56,17.95,6.88,24.44,0.39,3.6,20.95
6.67,3.32,13.03,5.1,16.42,7.3,25.45,1.23,6.06,20.91
7.05,3.09,14.1,7.36,15.16,7.22,25.3,1.37,6.43,20.78
7.44,5.09,15.01,8.47,13.1,7.52,24.33,2.23,6.89,20.22
6.72,-0.48,16.33,6.64,15.79,9.31,24.42,0.63,7.43,20.69
5.89,-2.62,17.03,3.95,16.32,8.91,24.39,-1.39,5.15,20.85
4.77,-1.73,18.89,3.75,17.25,7.41,23.83,-2.71,2.57,20.99
1.62,-2.56,17.33,1.95,17.07,6.45,23.56,-5.18,0.54,20.11
0.96,-3.28,15.54,1.02,16.93,5.52,24.91,-5.78,-0.97,21.57
2.05,-2.86,17.4,3.1,20.13,5.86,25.9,-4.02,1.01,22.13
4.98,1.03,18.28,3.03,21.53,5.66,25.86,-2.33,3.19,22.34
6.92,3.94,18.34,6.6,21.55,6.11,25.24,-0.2,3.49,22.02
6.74,4.38,15.02,6.57,17.35,6.94,26.34,1.71,4.5,21.96
6.16,4.59,14.46,4.52,16.95,7.61,26.4,1.3,4.37,22.6
5.54,2.96,16.48,5.1,17.25,7.59,26.53,2.53,4.41,22.45
5.12,1.69,18.5,7.31,22.36,8.87,26.88,2.4,4.74,22.39
6.99,4.31,19.38,8.65,26.58,9.09,27.73,3.89,7.46,23.09
8.4,8.3,21.16,10.56,25.23,10.68,28.16,7.05,11.39,23.44
8.54,6.19,21.1,10.22,18.46,11.62,28.17,9.18,9.84,23.55
6.88,3.35,22.42,8.1,19.83,12.41,28.19,6.42,9.19,23.6
7.43,5.61,22.51,8.71,19.32,10.53,27.13,6.08,6.64,23.54
7.29,8.24,20.51,7.5,18.51,10.38,26.74,6.84,7.2,23.87
6.29,5.86,20.45,6.06,21.41,10.61,26.76,6.75,7.86,23.39
5.72,5.19,19.66,4.71,24.37,10.54,27.61,6.7,7.29,23.98
4.91,2.27,19.93,3.15,24.65,11.27,28.38,6.06,6.3,24.15
4.64,1.06,21.51,3.39,22.84,8.86,28.21,0.92,4.29,23.94
2.93,-0.71,23.46,2.23,18.72,5.4,28.29,-2.84,0.34,23.96
3.11,-0.54,23.2,2.72,18.27,5.2,28.1,-2.84,0.41,23.63
2.67,0.33,22.43,4.51,16.38,6.66,28.02,-2.1,0.0,24.1
2.58,1.59,22.61,4.38,16.84,7.12,28.53,-0.43,0.57,24.59
3.01,-0.06,23.1,3.13,17.21,6.18,29.63,2.06,2.25,25.53
5.27,-0.2,23.72,3.79,17.45,8.19,30.26,2.52,2.23,26.09
5.0,2.7,22.69,3.85,21.63,8.98,30.39,0.47,3.14,26.54
4.01,0.65,22.69,1.68,23.28,8.49,30.13,0.29,4.37,26.24
3.95,-0.03,22.67,3.15,19.24,7.45,30.05,0.65,4.45,26.24
2.69,1.01,23.2,2.57,18.44,6.89,29.31,1.87,4.51,24.92
1.65,-0.14,24.22,1.21,15.14,10.26,29.41,4.85,9.96,25.53
1.55,0.24,23.56,5.19,16.74,12.22,29.78,8.21,11.24,25.52
1.44,2.56,23.32,3.47,18.2,12.16,29.38,6.11,6.7,25.11
2.62,0.06,24.21,2.54,18.11,15.8,30.16,0.46,4.94,26.13
4.89,1.02,25.53,9.22,16.5,13.94,31.17,2.34,11.05,27.23
10.76,8.74,24.72,11.29,17.14,13.47,30.93,8.91,13.02,26.79
6.29,8.33,25.13,5.83,21.76,11.77,30.79,6.7,7.57,27.25
4.79,1.62,26.49,4.57,20.51,11.11,30.23,1.83,6.13,26.16
6.39,2.48,25.37,9.8,20.72,10.7,28.38,2.56,8.86,25.0
8.99,6.03,24.25,10.43,18.63,12.09,28.37,7.84,10.76,24.05
9.62,10.35,21.62,10.11,22.75,11.82,27.81,9.65,10.81,24.0
8.26,10.23,23.36,7.82,16.6,12.48,26.5,7.95,8.74,22.72
7.49,7.51,20.68,9.12,16.62,12.59,26.23,8.25,8.2,22.02
9.45,7.73,20.28,10.17,17.42,12.92,26.27,9.58,10.64,21.99
9.51,10.18,21.96,10.54,18.16,12.98,26.16,11.17,10.05,22.61
11.32,11.16,23.38,10.68,18.01,13.4,26.17,12.4,12.6,22.31
10.38,10.99,24.32,9.74,16.53,14.8,26.68,10.22,11.73,23.69
8.85,8.78,23.57,9.41,15.35,13.08,25.49,7.48,10.25,22.95
6.48,7.78,24.1,6.65,15.46,13.39,25.57,6.34,8.6,22.87
4.56,2.73,22.77,4.68,16.52,11.72,26.34,1.75,5.1,23.22
4.57,2.79,23.61,6.76,18.1,10.53,27.29,1.13,6.55,24.1
9.28,5.87,26.11,10.94,15.21,12.53,27.24,5.91,12.44,24.61
10.79,10.56,25.95,11.56,15.32,14.57,27.15,9.36,12.94,23.88
10.0,9.55,21.15,10.58,14.45,14.38,27.04,9.13,11.92,23.64
8.88,7.39,22.84,8.27,13.9,12.41,27.44,7.26,10.37,24.54
5.7,3.17,24.2,6.74,14.68,12.54,27.5,5.64,8.13,24.56
4.93,1.43,26.08,5.34,16.28,12.37,27.73,1.7,6.84,24.71
5.2,1.6,24.87,5.93,17.87,10.51,28.62,-0.56,4.7,26.1
5.81,3.27,24.94,6.84,15.64,10.79,29.25,0.85,7.9,27.48
6.08,4.47,25.28,9.32,17.5,12.05,30.05,4.06,8.7,28.17
8.07,4.07,25.12,7.82,16.57,14.02,31.86,5.38,8.49,28.38
8.2,6.77,24.95,8.01,14.83,13.2,32.67,2.7,8.25,28.69
10.31,6.73,26.06,9.36,13.3,13.27,32.36,3.75,10.68,28.72
10.07,9.68,26.28,10.48,13.31,15.05,33.21,6.13,11.69,29.75
9.31,7.79,27.73,8.19,15.37,15.82,32.95,6.95,9.78,30.25
8.46,7.46,29.67,6.81,15.16,14.27,33.5,7.89,9.91,30.92
8.21,8.97,29.32,7.64,15.75,10.22,34.17,4.93,8.67,30.57
8.82,7.21,30.25,7.25,16.5,11.81,31.44,3.69,7.06,27.77
8.61,9.28,31.56,9.06,16.13,13.1,31.65,4.85,8.75,27.84
8.99,8.69,32.03,10.49,13.38,13.79,31.59,5.52,8.91,28.97
9.62,7.08,32.95,10.69,15.14,14.22,31.14,6.84,9.37,28.92
9.41,7.89,32.3,8.39,17.15,14.44,32.98,8.07,10.76,30.92
9.37,5.99,30.95,9.98,14.25,14.66,33.59,6.41,12.22,31.13
8.86,8.65,30.07,8.24,14.27,15.29,31.4,4.74,7.49,29.36
10.78,12.44,28.83,7.42,15.59,14.94,29.66,10.39,8.52,27.44
9.66,13.35,28.12,9.16,15.9,15.24,28.93,13.09,10.57,26.02
11.34,13.1,25.39,9.99,15.4,14.93,29.47,11.51,9.82,26.78
8.5,11.83,26.77,7.65,16.52,14.75,30.57,8.19,10.28,28.54
6.83,7.46,27.75,6.43,17.91,16.2,31.69,5.85,8.25,29.07
6.36,6.04,29.53,7.74,17.61,17.05,29.1,6.45,9.47,26.61
8.26,6.78,28.14,8.96,17.49,17.05,29.79,9.48,12.69,27.79
9.79,9.47,28.32,12.44,15.65,16.73,30.01,10.22,15.74,27.83
10.39,11.11,27.53,10.99,11.99,19.07,29.62,12.5,12.04,27.21
11.18,8.32,25.92,11.32,12.54,19.2,28.91,10.67,12.69,26.33
11.68,10.94,22.81,11.89,14.17,17.41,29.29,9.62,12.12,26.09
8.75,9.76,23.67,10.51,14.31,17.94,29.38,9.63,12.4,25.95
9.59,8.73,25.5,9.27,12.95,17.15,29.62,9.92,12.95,26.48
12.28,10.89,27.78,12.99,13.22,17.06,29.91,11.37,15.28,27.07
13.63,12.91,27.85,12.87,12.37,17.47,30.04,14.91,14.27,27.61
14.27,9.44,29.67,12.17,10.57,17.8,30.51,14.35,15.33,28.25
15.27,10.4,31.39,14.86,10.09,19.34,30.57,14.82,15.0,27.46
14.93,10.48,31.34,12.66,11.79,20.34,31.35,10.79,14.77,28.39
13.2,11.75,28.92,13.8,12.7,18.29,32.44,13.44,13.7,28.74
12.89,14.27,28.78,12.86,12.33,16.37,33.14,11.53,12.83,30.62
12.83,15.43,30.73,12.51,12.61,15.73,33.0,7.86,12.18,31.06
15.29,15.47,31.0,10.42,12.11,14.88,32.45,9.37,12.33,30.16
14.97,15.1,33.0,11.76,12.34,15.06,32.42,10.44,14.65,29.93
13.39,15.21,34.06,12.79,13.3,16.72,31.72,9.77,13.24,28.83
11.2,15.27,33.55,11.31,13.86,17.85,31.18,10.46,11.69,28.19
10.79,11.59,33.41,11.12,11.25,16.84,31.02,9.8,11.03,27.97
10.03,10.08,34.15,12.29,10.19,16.39,31.6,8.18,11.82,29.27
10.0,10.78,31.87,12.69,10.8,16.29,31.76,8.67,11.79,29.76
13.0,12.91,31.81,11.49,10.94,16.28,31.92,10.96,13.24,30.02
14.58,14.87,32.92,12.42,10.78,16.42,31.27,14.59,15.15,29.21
15.83,18.69,35.13,12.88,11.78,16.49,31.34,16.94,16.55,29.54
16.93,19.19,35.86,13.5,10.91,19.8,31.53,18.33,16.17,29.88
12.02,15.23,36.99,12.13,10.89,20.87,31.64,15.58,14.21,30.15
12.65,11.8,34.53,13.88,11.44,20.89,31.24,11.57,13.46,29.11
12.67,14.35,32.83,13.05,11.91,18.73,30.8,14.6,15.05,28.09
12.23,13.63,29.28,12.11,10.23,20.96,30.95,16.15,15.68,27.8
13.93,14.4,30.39,12.59,11.2,22.5,30.62,14.8,16.81,27.69
14.6,16.59,29.96,13.39,11.47,22.06,31.19,14.7,18.31,28.69
12.2,15.46,30.75,11.57,11.62,21.06,31.68,15.57,17.21,29.93
13.19,15.55,30.95,12.68,13.84,22.12,32.15,15.2,16.06,29.44
14.62,17.27,28.78,13.75,14.19,19.96,32.29,15.1,18.3,29.99
12.36,16.13,29.85,13.34,12.22,20.25,31.81,17.46,18.64,29.37
14.09,13.52,30.62,12.57,10.76,20.69,30.79,17.67,14.62,27.79
15.13,14.11,31.11,14.05,11.08,20.78,30.26,15.46,17.15,27.42
14.47,16.84,28.31,13.93,11.63,20.75,30.3,15.45,18.03,27.17
13.64,19.09,32.41,13.06,13.15,21.54,29.85,15.88,18.23,26.72
14.53,19.68,33.34,13.2,13.84,21.02,30.8,16.03,18.65,28.06
14.7,21.71,33.67,13.71,14.12,21.59,30.67,17.42,19.85,28.35
15.9,22.44,34.33,14.22,13.36,21.93,31.32,17.62,20.68,28.66
19.23,21.85,35.76,16.74,10.64,21.21,30.84,17.31,22.41,27.77
20.14,21.68,36.9,19.67,10.47,24.08,30.89,16.97,23.19,27.48
22.17,21.41,36.48,20.83,11.03,24.83,31.08,17.42,22.53,27.72
21.45,21.3,36.84,20.55,10.28,22.87,31.06,16.4,21.9,27.56
20.1,18.79,38.15,18.53,10.23,21.62,30.41,14.38,22.01,27.03
19.24,17.47,37.41,18.08,10.76,23.7,30.44,15.33,21.09,26.8
19.44,18.51,35.85,18.44,11.47,24.32,30.3,16.38,21.06,26.88
18.71,16.38,35.69,18.36,11.8,25.64,30.27,16.63,22.18,27.15
18.95,18.05,35.92,18.2,11.33,25.35,29.98,18.05,22.99,27.03
20.51,21.11,34.84,18.86,10.05,23.45,29.82,20.06,21.69,27.06
19.83,23.42,34.09,18.26,8.4,23.76,29.93,20.24,20.0,27.14
20.99,23.51,33.85,18.47,8.51,23.57,30.1,22.68,20.98,27.53
19.6,24.16,33.7,18.78,7.72,24.32,29.99,22.38,22.1,26.71
19.2,23.91,34.97,19.83,8.19,24.39,29.93,23.53,18.86,27.15
19.68,18.12,35.7,19.83,7.98,25.0,29.89,17.54,20.93,26.97
20.89,20.08,33.25,20.71,8.89,25.78,28.09,17.59,22.0,25.51
23.28,22.72,30.18,21.1,9.08,26.7,27.97,19.24,24.02,24.64
18.62,22.88,31.51,17.34,10.7,28.09,27.25,21.69,19.3,23.89
17.55,17.36,31.99,17.59,9.42,26.61,26.25,16.89,19.2,23.09
18.92,18.38,32.08,19.54,9.62,26.45,27.11,16.47,20.92,23.58
18.17,21.5,31.34,17.79,9.36,26.3,26.83,19.62,20.68,23.4
17.74,19.29,30.53,16.44,10.85,22.66,26.79,18.37,19.06,23.86
17.89,19.52,30.63,18.16,10.53,23.19,27.0,17.39,19.23,23.88
17.09,18.75,32.32,16.15,10.72,24.21,27.56,17.39,18.88,24.88
17.04,17.84,33.95,15.67,9.57,25.14,27.63,17.67,18.84,25.04
16.8,18.3,34.74,14.92,10.18,24.94,27.26,18.34,18.68,24.71
15.15,18.75,32.83,15.2,10.65,24.63,27.05,17.39,16.72,24.31
17.31,18.42,29.63,15.97,9.65,24.88,26.59,17.47,19.44,23.93
19.81,21.77,30.36,19.71,10.53,25.21,27.11,19.7,23.14,24.49
22.74,23.96,29.26,20.84,10.48,26.76,27.09,19.78,25.27,24.4
21.78,25.23,29.71,18.11,11.35,27.52,26.84,23.47,21.57,24.06
19.84,23.15,30.42,18.5,11.07,28.99,26.98,23.19,22.34,24.3
20.43,23.91,30.64,18.39,12.06,26.8,26.95,26.05,23.54,24.23
18.75,23.26,30.4,17.31,11.22,28.09,27.05,21.41,20.05,23.94
18.13,20.95,29.91,17.1,10.9,26.59,27.02,17.92,19.36,23.47
19.46,21.08,29.44,16.63,10.9,25.6,27.05,19.69,22.28,24.22
20.6,27.08,29.23,17.45,9.22,25.96,27.03,25.62,21.42,24.32
18.74,24.13,30.7,16.72,8.67,26.75,26.84,21.74,19.64,24.1
17.7,22.11,31.66,16.93,8.48,28.09,26.91,21.19,19.1,24.09
18.69,20.08,29.79,17.09,8.51,28.26,26.62,21.73,21.7,24.05
17.97,21.26,29.57,17.5,9.49,29.39,26.36,21.58,20.34,23.58
17.4,18.55,31.64,17.28,8.57,27.91,26.23,19.03,19.54,23.03
16.93,17.55,31.28,16.27,9.15,26.6,25.9,18.88,18.9,22.55
16.93,18.29,30.22,15.78,9.11,26.45,25.89,17.82,19.52,23.09
18.56,20.19,30.04,19.1,9.35,26.31,26.51,20.6,19.13,23.82
17.47,21.53,30.43,15.95,9.97,26.9,26.58,19.79,19.53,23.95
15.74,18.18,30.3,15.31,10.84,23.22,26.07,15.93,16.52,23.35
16.79,16.24,30.28,15.91,9.18,23.28,26.16,12.36,17.9,23.42
17.86,16.35,29.08,19.29,9.96,24.4,26.18,15.21,19.97,23.21
