#Amsterdam,Berlin,Delhi,London,Melbourne,Montpellier,Mumbai,Munich,Paris,Pune
19.67,20.52,28.54,18.84,12.84,25.02,26.27,18.7,20.6,23.54
18.99,20.44,29.03,18.49,12.07,25.42,26.31,19.12,20.01,23.37
18.32,19.77,29.48,17.22,11.45,25.69,26.2,18.07,19.31,23.57
18.29,18.31,30.09,17.58,11.23,25.59,26.45,17.32,19.04,23.84
17.27,18.18,30.44,17.39,11.34,24.39,26.35,17.69,18.94,23.73
17.65,19.05,30.3,17.47,10.13,25.67,26.03,18.81,19.57,23.0
17.66,19.7,30.04,17.01,11.56,23.32,26.02,18.12,16.9,23.14
17.03,19.5,29.47,16.71,13.51,21.56,26.36,17.04,17.13,23.51
16.14,18.39,29.14,14.93,10.3,21.82,26.13,15.33,15.9,23.25
15.9,16.08,29.54,14.49,10.33,21.05,26.06,13.62,16.12,23.42
16.05,15.99,29.09,15.66,10.01,22.15,25.96,11.7,16.85,23.24
16.25,15.66,29.18,15.06,9.74,23.13,26.17,14.32,17.8,23.33
16.39,15.46,29.4,17.61,10.85,25.85,26.12,15.06,19.43,23.4
18.48,17.02,29.41,19.26,11.43,26.73,26.0,16.5,21.14,23.25
19.87,20.49,29.61,19.61,10.56,26.65,26.32,19.47,22.25,23.45
19.42,23.25,29.26,18.12,11.03,25.95,26.13,21.69,21.18,23.17
18.85,22.25,29.14,18.21,9.24,24.69,25.74,23.7,19.25,22.7
19.93,23.74,27.32,18.57,8.24,24.36,25.92,24.02,21.26,23.04
19.08,24.47,29.0,18.01,9.06,25.31,26.09,22.13,20.93,23.03
19.15,23.7,29.69,18.6,8.48,24.47,26.13,22.25,20.74,23.23
18.07,22.04,30.09,18.7,8.87,25.83,26.2,22.06,22.06,23.31
20.32,24.58,30.16,19.45,9.0,26.17,26.09,22.33,24.06,22.95
21.17,26.64,29.79,19.82,11.52,27.78,26.44,23.9,23.52,23.31
19.51,25.11,30.75,18.76,12.91,30.07,26.32,25.67,23.71,23.46
19.66,23.39,30.84,18.18,13.35,30.81,26.13,25.88,21.86,23.17
18.81,22.06,29.98,19.09,11.68,31.35,26.19,26.33,23.62,23.16
19.51,21.92,28.24,19.52,10.46,32.19,26.32,24.44,24.41,23.13
19.51,23.28,28.21,19.97,11.46,29.26,26.7,25.57,22.15,23.57
19.12,22.46,28.5,16.17,12.58,28.73,26.95,23.11,20.3,23.97
16.72,20.59,28.9,15.23,11.36,25.69,26.81,20.3,17.5,23.85
15.93,18.39,28.74,14.79,11.6,21.19,26.79,17.24,16.41,23.91
16.6,16.36,29.43,15.18,12.48,21.49,26.22,12.97,16.39,23.55
16.56,15.73,29.29,15.77,14.71,21.06,26.37,11.7,16.6,23.57
15.13,16.19,29.1,14.89,12.12,21.38,26.58,13.65,15.96,23.7
15.99,14.91,29.34,14.61,11.14,21.89,26.63,13.62,15.89,24.28
16.48,16.12,29.48,18.79,11.0,21.84,26.94,16.75,19.16,24.83
17.09,17.16,28.86,18.66,10.77,22.06,25.86,19.13,21.34,23.57
17.64,17.16,28.73,18.79,11.52,23.99,26.19,18.35,22.79,23.52
18.58,19.75,29.01,19.67,12.83,24.2,26.06,16.98,22.06,23.34
20.96,21.15,29.8,20.23,9.54,23.0,26.16,16.26,24.62,23.07
21.54,21.76,30.11,21.3,11.55,22.87,26.25,17.54,24.09,23.38
21.65,21.85,30.38,21.91,14.29,23.64,25.75,18.73,23.5,22.72
22.28,21.65,29.12,22.07,9.16,24.02,26.26,19.36,26.4,23.22
22.45,22.25,27.89,24.07,9.82,23.61,26.76,21.14,25.95,24.08
23.82,23.54,27.04,21.91,10.98,23.67,27.02,21.87,26.42,24.14
21.57,24.09,27.48,20.12,12.01,22.62,26.87,22.41,23.63,24.12
20.32,22.71,28.31,18.74,14.55,22.85,26.54,22.5,19.28,23.35
17.24,19.39,29.06,16.29,15.68,23.59,26.31,18.19,19.21,23.13
16.79,15.72,29.45,16.8,16.29,23.06,26.48,16.51,18.7,23.06
16.8,17.2,28.93,17.98,16.32,22.57,26.66,17.13,20.12,22.94
18.53,19.27,26.82,18.68,16.0,23.56,26.63,18.29,20.52,23.38
18.72,20.66,26.98,17.86,15.74,24.11,27.13,20.02,20.55,24.04
19.28,21.54,27.24,16.99,14.65,24.52,27.14,18.32,19.06,24.18
17.33,17.96,28.35,16.63,18.43,22.75,27.13,16.83,17.33,24.04
18.33,18.96,29.3,17.82,13.94,20.25,27.19,17.62,19.76,24.22
16.34,21.16,29.58,13.88,10.8,21.03,26.93,19.39,16.33,24.31
14.36,17.05,29.17,13.13,11.01,18.88,26.7,12.73,13.11,23.78
14.41,15.23,28.81,12.6,11.43,17.94,26.13,11.0,13.44,23.35
15.22,14.86,28.26,16.59,14.92,18.75,25.92,10.84,14.12,22.91
16.18,15.56,28.61,17.0,14.78,19.67,26.02,12.73,16.14,23.14
16.73,18.21,27.77,17.13,12.84,19.76,26.09,15.46,16.46,23.86
17.61,20.19,26.75,16.83,12.6,20.57,26.76,16.56,18.07,24.22
17.7,20.5,25.73,16.25,14.03,21.04,27.18,16.71,17.81,24.5
16.61,19.56,25.83,16.0,17.59,24.06,27.71,17.66,17.58,24.44
16.32,15.55,26.26,14.52,19.53,24.71,27.24,15.01,15.24,24.56
17.21,15.68,25.55,17.63,16.72,22.45,26.72,15.92,18.1,23.58
18.15,19.01,25.44,17.24,17.07,20.9,26.33,18.38,19.42,22.42
16.3,17.57,24.21,14.47,15.96,23.23,26.24,17.63,16.75,23.42
15.45,14.1,24.48,13.25,11.23,21.49,26.26,12.71,13.52,23.49
16.16,13.43,25.43,14.51,12.22,20.61,25.82,11.74,13.66,22.76
16.64,14.5,25.17,16.24,11.41,20.95,26.09,13.07,13.93,23.27
17.43,15.85,26.32,17.38,11.3,20.72,26.49,13.99,15.9,24.15
15.03,11.79,27.71,16.59,11.52,21.36,27.15,15.47,17.96,24.25
16.65,10.9,28.38,15.68,11.48,21.99,26.84,16.3,18.01,23.87
16.63,13.87,27.98,16.11,12.14,20.95,25.99,16.12,18.14,23.44
17.1,18.03,25.97,16.02,16.62,20.23,26.17,16.65,17.69,23.65
14.48,14.65,25.37,14.64,13.64,20.78,27.44,16.76,18.08,24.12
17.72,16.96,26.34,16.45,13.05,21.08,27.74,18.74,18.86,24.3
12.61,14.19,27.22,9.0,13.43,21.37,27.78,14.67,12.59,23.97
10.28,7.78,26.61,6.46,11.91,17.43,27.44,6.58,9.22,24.03
10.47,7.34,23.96,7.9,11.73,17.38,27.76,5.1,7.96,24.23
9.12,8.11,23.67,10.84,12.32,19.44,27.63,4.59,10.24,24.08
8.98,7.24,22.55,12.9,15.36,21.32,26.96,8.39,14.62,23.74
14.03,6.39,22.6,15.67,18.16,20.32,27.04,12.39,16.61,24.23
10.53,5.78,22.74,13.66,20.03,18.9,27.72,15.34,14.8,24.07
12.98,11.45,22.61,12.32,17.95,15.75,27.46,12.7,12.72,23.7
12.13,12.01,23.49,9.66,12.92,15.18,27.48,10.85,12.02,23.43
10.74,11.6,23.12,10.29,13.74,19.16,26.83,11.07,9.77,22.9
11.36,10.79,23.67,10.42,15.69,17.32,26.68,10.62,11.94,22.74
9.61,9.98,23.59,10.48,10.37,16.3,25.92,11.96,12.52,22.17
9.82,8.79,23.14,11.36,11.72,17.29,25.32,10.69,11.83,21.09
10.26,8.21,23.26,9.99,13.93,15.73,24.73,9.34,11.35,20.73
10.85,9.4,24.05,12.12,15.09,15.88,25.12,9.71,12.48,20.85
12.85,11.0,24.41,10.82,15.38,18.07,25.26,11.62,12.77,21.17
11.0,12.13,24.15,9.98,15.3,16.89,25.0,12.26,10.32,20.9
11.01,10.48,24.23,10.36,12.66,14.92,24.78,7.73,11.44,20.65
11.84,9.88,25.21,11.75,12.96,15.63,24.59,8.38,11.08,20.65
10.73,9.75,23.52,10.41,13.46,14.69,24.93,7.31,10.85,21.21
10.13,8.43,23.21,9.13,13.31,11.37,25.31,3.65,7.51,21.6
9.05,7.81,23.43,9.29,14.8,13.31,25.78,3.76,10.54,22.46
10.58,9.18,22.91,8.89,16.37,13.9,26.29,7.34,11.2,22.63
9.93,9.65,22.99,9.12,20.22,11.98,25.16,8.23,9.87,21.73
10.08,8.66,22.76,7.87,22.4,11.25,25.66,5.43,8.51,22.87
9.66,7.87,22.62,8.77,19.99,11.35,26.07,5.2,8.72,22.95
9.51,7.79,23.5,7.28,17.07,12.62,26.56,4.18,9.08,23.44
8.31,7.18,21.76,6.84,22.4,12.67,25.68,4.24,8.06,22.67
8.25,5.18,19.86,5.55,17.93,11.86,26.08,3.4,7.46,22.69
6.41,5.64,19.69,7.42,14.33,14.93,25.8,3.59,9.04,22.24
9.52,5.46,19.56,11.87,14.86,15.57,24.98,9.48,13.39,21.93
11.51,10.01,19.23,10.27,13.78,17.26,24.93,10.55,11.06,21.25
10.42,7.42,18.79,7.68,14.31,13.71,24.24,7.42,10.09,20.84
7.11,5.43,20.29,5.43,13.74,13.07,24.22,5.92,8.19,20.07
6.58,3.19,20.89,6.16,14.23,12.25,23.92,2.86,7.87,20.22
8.33,3.27,20.1,11.79,15.02,12.15,24.09,3.82,9.42,20.79
11.96,7.62,19.81,10.95,15.97,14.33,25.35,8.85,12.12,22.56
10.04,8.61,19.73,9.22,15.42,13.84,26.39,7.76,9.66,22.56
8.03,2.43,18.79,8.33,15.91,12.31,25.02,4.45,9.3,21.07
6.37,-2.08,17.72,7.06,16.02,10.69,23.82,1.12,6.12,20.1
11.44,6.44,19.14,9.83,17.95,8.71,24.2,1.11,8.9,21.03
7.3,3.86,18.96,4.88,21.03,10.38,26.14,3.06,6.93,22.65
6.92,0.09,19.05,0.67,19.58,7.09,26.83,-0.41,2.96,22.9
6.41,-1.69,18.74,3.7,16.45,6.97,25.79,-0.82,1.92,22.73
2.98,-0.57,17.36,6.64,15.73,9.07,25.65,0.03,4.65,22.57
3.38,-1.81,18.6,2.96,18.59,9.24,24.31,-0.23,3.17,22.12
3.79,-1.49,18.52,0.19,16.23,6.91,23.3,-2.85,2.72,21.56
1.94,-3.25,19.59,0.11,15.14,10.7,23.86,-1.76,1.85,21.59
-0.15,-4.63,20.56,-0.54,16.91,9.7,23.68,-0.21,0.15,21.32
1.65,-4.33,18.99,-1.56,15.45,5.22,24.91,-4.8,-1.49,22.08
1.1,-4.0,18.8,5.42,17.14,4.28,25.47,-9.01,-0.83,22.92
0.99,-3.4,19.11,5.12,21.4,10.81,26.11,-8.16,3.59,22.78
1.53,-2.26,18.09,3.95,19.16,7.64,25.52,-0.91,5.76,21.68
3.41,-1.58,18.16,2.1,16.5,7.15,24.57,0.28,3.6,20.9
1.38,-1.74,18.32,5.71,19.15,7.4,24.46,-3.29,3.05,20.99
3.5,-1.24,17.01,7.51,24.13,9.84,24.19,-3.15,6.31,20.89
6.5,0.88,16.11,9.07,16.79,9.79,24.72,0.95,8.69,20.99
8.38,2.16,15.25,8.18,16.36,10.94,24.51,2.35,9.68,20.89
8.26,4.85,15.48,7.48,18.14,12.47,24.28,5.55,10.18,20.33
6.99,4.39,15.92,9.12,23.76,11.91,23.46,5.22,9.94,20.15
6.72,2.49,15.54,5.91,25.4,10.36,23.86,4.91,7.58,20.27
4.69,0.83,14.26,4.13,19.39,9.12,24.02,3.27,6.59,19.62
6.25,1.31,16.05,4.46,17.07,8.89,23.45,1.71,6.96,18.83
7.84,5.93,15.46,8.17,16.84,7.79,22.55,1.72,3.79,18.46
7.94,6.75,14.65,8.28,17.73,7.41,23.55,1.99,0.86,19.9
7.43,4.87,13.86,9.78,21.43,9.87,23.24,3.1,0.25,19.76
7.5,4.39,13.17,8.93,16.03,9.33,23.03,3.3,3.98,18.5
7.8,4.99,12.97,7.2,16.17,8.93,21.87,2.45,6.38,18.42
9.55,6.64,13.14,9.79,18.51,11.24,21.79,4.45,9.91,18.52
8.36,3.23,14.89,8.77,17.7,11.96,23.51,4.35,9.19,20.2
9.21,1.81,16.27,8.93,16.9,10.24,24.49,4.98,8.78,20.71
10.55,6.81,16.72,11.73,17.21,9.42,24.22,6.88,10.17,20.0
10.11,9.04,15.17,11.16,18.5,9.39,24.49,8.59,10.18,20.57
7.58,7.92,15.28,6.37,19.09,9.87,24.08,5.45,9.49,20.08
6.52,3.0,15.23,9.47,19.5,9.13,24.13,4.86,7.3,19.84
9.79,5.83,14.45,10.16,17.7,10.98,24.29,5.21,8.87,20.38
9.29,7.95,15.35,7.96,15.97,10.72,25.22,5.43,8.99,20.76
7.6,5.5,14.8,8.51,15.47,9.96,24.94,4.93,8.26,21.2
7.92,4.91,13.8,7.93,16.18,10.32,25.07,2.25,8.45,21.15
7.54,5.23,12.19,7.56,18.05,8.46,24.68,2.33,6.86,20.83
9.64,4.6,12.34,10.54,21.04,8.14,24.09,2.94,10.96,20.28
8.62,8.3,13.09,8.6,21.3,10.75,23.56,7.07,10.16,20.01
5.99,3.14,11.26,6.85,19.35,10.61,22.72,5.05,8.09,19.78
6.38,-0.35,11.51,4.98,20.78,9.79,21.44,2.66,6.45,18.91
2.99,-0.66,11.67,3.03,23.39,7.79,23.06,0.99,3.98,20.03
-0.03,-3.46,11.21,1.08,22.15,6.85,24.34,-1.8,1.36,21.36
-1.06,-8.45,13.99,0.7,19.92,5.11,26.04,-7.6,-2.87,22.38
-2.68,-9.88,13.13,-0.63,19.05,3.59,25.73,-9.26,-2.45,20.72
-4.12,-7.54,11.66,-0.59,19.9,6.51,25.92,-5.39,-1.61,21.51
-0.73,-4.13,10.61,0.91,18.28,5.73,26.68,-5.76,-2.26,22.37
2.48,-1.41,11.2,3.46,21.97,4.21,26.46,-5.79,-1.05,22.29
3.47,0.92,12.81,0.95,18.05,4.51,26.0,-6.57,-1.92,21.63
3.35,0.98,11.84,1.52,17.68,7.02,24.57,-6.34,-2.98,20.37
2.6,-0.01,11.46,-1.87,21.34,8.37,22.46,-4.2,-0.72,18.74
1.49,-1.12,12.15,-1.35,23.14,9.37,21.47,-5.04,-2.67,18.43
-0.1,-3.27,12.0,-0.56,19.05,11.26,21.76,-1.01,0.62,19.04
0.9,-3.6,12.41,-2.35,16.69,11.09,22.0,1.83,-2.7,18.3
2.07,-2.63,12.52,-1.06,16.88,4.41,22.18,-3.47,-3.31,19.14
0.54,-2.11,12.29,1.6,20.28,4.08,22.66,-5.39,-4.01,19.26
2.03,-3.06,11.12,7.86,17.55,7.46,22.93,-4.44,0.97,19.44
8.16,3.6,11.83,8.45,16.27,8.17,23.03,0.35,6.36,19.54
7.17,3.88,13.07,7.79,20.85,9.81,21.87,2.51,7.19,17.94
8.6,7.53,12.49,8.2,22.02,11.66,21.74,7.95,11.05,18.21
5.91,5.27,12.77,8.46,19.57,11.69,22.39,4.64,9.54,19.06
7.09,3.64,14.99,6.49,18.11,11.82,23.54,5.71,7.07,19.86
4.01,2.65,14.78,3.74,17.74,10.24,24.88,1.21,1.54,21.6
3.42,0.64,14.25,5.87,19.05,9.94,24.99,0.68,2.77,21.35
5.24,1.02,15.37,8.69,20.67,11.62,24.95,4.8,7.69,21.26
6.68,2.99,16.16,6.8,18.42,11.01,24.42,4.64,8.05,20.55
4.99,3.55,16.08,6.0,17.54,10.39,24.11,4.85,6.3,20.79
5.63,4.54,14.26,4.37,19.25,10.48,23.02,4.28,7.67,19.39
6.66,4.97,13.83,7.6,17.51,11.15,23.82,3.54,5.36,20.01
8.06,8.46,15.72,10.52,21.49,12.17,26.23,4.64,8.7,22.11
8.15,6.16,15.03,10.16,25.15,12.45,27.23,5.56,8.91,23.45
7.75,9.12,15.45,8.89,18.72,12.03,27.02,6.52,7.09,23.43
8.51,8.62,12.68,10.66,16.82,10.33,26.68,4.61,9.11,23.51
4.75,4.16,12.76,5.18,17.24,9.96,26.43,5.13,10.56,23.37
2.58,0.83,12.51,7.15,17.55,11.31,26.32,7.81,11.39,22.81
8.73,2.97,14.35,9.94,17.38,12.15,26.04,7.32,10.53,22.35
8.31,7.92,15.69,8.38,20.32,10.87,25.17,6.54,7.99,21.88
7.47,6.4,15.07,6.35,23.8,9.35,24.96,4.13,7.8,22.02
5.77,5.91,16.91,4.71,24.77,8.45,25.42,4.47,5.77,22.42
5.81,3.93,17.65,7.34,25.31,9.77,25.08,4.19,6.18,22.19
9.24,5.38,16.78,11.0,16.62,11.62,25.71,5.61,10.7,22.35
10.49,9.37,16.76,11.5,16.55,11.81,26.63,7.95,11.87,23.89
8.85,10.33,16.74,9.54,17.46,12.59,28.04,8.28,10.28,25.63
8.0,7.48,17.34,9.45,18.45,13.05,28.61,8.01,9.29,24.42
7.81,5.61,19.55,10.53,18.08,12.03,28.23,7.52,8.4,24.09
7.74,7.06,19.88,8.26,18.44,12.59,27.57,5.79,9.58,24.24
7.63,7.02,20.6,7.59,21.91,11.41,26.05,4.73,7.39,22.9
7.9,7.3,17.72,9.38,25.36,10.33,25.18,5.4,8.32,21.61
8.91,8.41,17.08,7.78,26.34,11.68,25.0,6.7,10.45,21.31
5.59,6.21,15.79,5.05,18.15,8.34,24.63,2.71,5.56,20.56
4.69,4.24,17.01,4.24,17.79,7.25,24.68,3.02,5.2,21.28
5.71,4.46,17.31,4.86,20.98,9.37,25.28,3.02,6.03,21.87
4.89,4.25,18.28,5.0,17.47,10.17,28.0,4.31,6.69,25.05
4.65,3.73,17.51,4.15,21.74,10.57,29.1,4.13,5.3,26.21
6.47,2.55,18.15,7.96,25.98,10.7,30.16,3.83,5.37,27.09
6.64,3.56,18.77,8.77,20.35,10.06,30.79,5.23,7.28,28.26
7.57,6.83,22.17,5.23,20.25,10.38,30.23,4.77,7.02,27.89
8.36,8.25,20.11,4.75,17.39,11.49,27.82,6.5,6.0,25.18
9.17,9.14,18.56,3.58,16.17,7.83,25.06,7.09,4.7,22.41
6.89,8.33,15.19,5.0,16.76,9.8,24.15,5.56,5.29,20.78
6.81,4.41,14.65,5.73,21.73,8.94,24.8,5.7,5.77,22.65
7.15,3.22,15.48,5.98,21.36,9.2,25.53,3.35,5.56,23.17
5.16,3.22,17.8,6.37,17.89,9.01,27.12,2.61,5.87,24.13
4.46,1.78,18.99,6.28,20.45,11.36,28.4,2.86,7.07,25.04
6.35,3.92,18.67,8.77,27.42,11.53,28.74,5.08,8.49,25.43
7.07,7.31,19.97,8.07,30.01,11.13,28.33,6.94,7.25,25.74
6.49,9.83,22.55,6.91,28.81,10.12,28.96,6.03,6.69,26.25
7.55,8.07,23.13,9.11,21.66,10.99,28.98,5.23,8.2,26.59
9.67,7.65,23.08,10.46,18.31,12.21,27.69,5.14,10.84,25.24
10.66,10.12,22.51,10.8,18.6,11.54,26.78,9.37,11.14,24.36
11.04,11.17,21.98,10.92,20.2,14.23,25.92,9.73,12.51,24.02
7.66,8.13,20.45,8.42,21.78,14.02,26.32,8.86,11.18,24.35
8.0,3.77,21.4,10.98,22.32,13.81,27.28,8.37,11.05,25.65
9.95,1.08,22.64,9.53,23.69,15.69,27.84,7.67,12.29,25.28
10.01,2.77,23.29,9.95,22.76,15.49,28.27,8.04,12.63,25.15
10.67,7.57,25.53,11.32,15.18,13.26,29.79,9.13,12.54,26.35
8.57,9.86,21.9,9.44,15.54,15.77,30.21,8.38,11.9,26.84
8.64,8.87,24.74,8.37,16.66,15.88,29.91,9.89,11.02,27.95
6.55,5.78,26.75,5.48,15.73,13.45,29.45,6.28,7.12,27.5
7.03,4.58,24.62,7.12,16.06,11.01,29.98,2.96,6.58,28.22
7.48,5.93,25.92,7.48,16.88,10.19,30.2,4.43,6.64,28.7
7.97,5.94,27.34,8.26,16.73,11.76,30.35,6.67,8.3,29.46
8.54,9.83,30.05,7.49,16.66,10.18,30.76,8.71,8.12,29.85
7.87,8.73,30.98,8.14,16.01,13.0,30.72,4.51,8.16,29.89
9.35,8.43,31.17,8.97,18.74,14.36,31.67,9.41,9.56,30.23
8.73,13.55,29.96,8.75,18.16,14.14,31.01,11.74,8.93,29.79
10.25,12.15,28.6,9.52,17.07,14.1,31.52,11.19,8.98,30.43
8.82,11.77,26.08,9.62,21.38,12.03,30.76,8.66,9.01,30.45
9.25,10.17,26.81,10.28,15.87,11.84,30.07,7.02,10.6,29.23
10.45,9.37,29.08,10.62,14.1,14.62,30.32,7.58,12.46,29.02
10.87,10.84,29.96,11.98,13.96,14.18,30.61,11.32,13.99,29.36
12.23,13.14,28.79,13.09,15.07,14.94,31.18,14.02,14.81,30.01
15.19,15.81,27.68,13.92,16.56,14.82,31.6,18.06,16.42,29.71
13.71,16.3,27.9,11.68,16.28,14.61,30.77,16.35,14.27,29.02
13.09,18.16,29.41,11.52,15.09,15.18,30.63,18.22,13.97,29.15
10.94,15.85,29.36,8.75,13.64,12.4,30.93,11.45,9.08,29.33
10.72,10.66,30.48,8.99,14.67,12.35,31.09,6.82,9.64,29.88
12.38,10.42,31.24,13.94,15.05,15.06,31.32,9.54,12.77,29.31
12.97,13.71,32.24,13.07,14.45,18.63,31.09,13.03,15.48,29.36
13.79,15.86,31.84,12.98,14.3,20.18,29.92,15.62,17.0,28.74
10.47,12.74,30.38,9.65,15.49,18.9,30.47,17.11,13.53,29.11
8.67,9.6,29.51,7.87,15.31,16.76,33.32,12.86,9.2,31.78
8.78,6.69,30.15,8.2,14.78,13.14,36.44,5.86,8.48,33.42
5.92,5.99,29.82,6.49,14.06,12.22,35.49,4.02,6.89,32.85
7.49,6.0,31.08,8.08,13.45,10.74,33.91,3.42,8.08,31.09
8.39,5.78,32.13,9.07,14.39,12.61,33.06,3.41,8.82,31.25
6.99,5.36,30.83,5.9,13.51,12.98,32.52,3.09,6.5,30.35
7.09,3.56,31.4,6.03,13.38,11.71,31.63,2.59,6.32,29.82
6.33,2.77,31.99,5.41,15.5,9.93,31.65,2.41,6.4,29.42
6.4,4.14,32.37,5.8,16.62,9.94,31.49,2.49,6.56,29.76
6.54,5.31,31.17,5.98,12.75,10.8,31.55,3.39,6.63,30.85
6.24,4.84,32.36,6.93,13.18,12.31,32.35,3.89,8.01,31.25
7.38,8.45,33.79,7.29,13.62,13.41,32.9,7.86,10.3,31.16
10.51,12.56,33.55,8.28,13.98,14.28,33.98,11.11,11.89,32.71
11.84,14.81,32.18,8.18,14.26,14.12,34.83,13.45,11.36,33.57
12.0,14.76,33.26,10.27,13.64,14.8,34.4,14.14,12.41,33.2
14.96,17.79,30.33,11.87,12.76,14.36,33.84,16.53,14.18,32.59
17.17,17.78,27.77,13.47,12.63,13.24,32.15,16.09,14.75,30.06
16.87,17.93,28.64,13.32,11.85,11.44,31.45,14.89,10.94,29.46
11.55,17.02,31.32,10.34,12.29,13.4,30.95,8.9,11.45,28.81
12.02,15.65,33.94,10.99,12.42,14.71,31.18,12.32,10.61,29.26
12.92,14.87,34.47,11.77,13.44,15.86,32.39,13.92,12.22,30.12
13.54,13.05,34.93,12.05,13.27,16.19,31.72,13.66,13.02,29.41
13.1,10.83,35.9,12.7,12.27,14.49,31.68,11.41,13.89,29.45
12.92,11.87,35.02,12.44,13.38,17.29,31.9,10.01,12.36,29.83
13.38,13.14,33.19,15.42,13.67,18.14,31.33,11.57,13.86,29.75
14.59,16.37,34.37,14.95,13.85,18.71,31.95,12.33,16.04,29.79
15.35,15.21,34.35,14.92,14.34,18.21,32.5,13.62,18.09,29.3
17.4,14.21,34.88,16.72,14.39,17.61,31.4,14.86,18.38,28.79
18.84,14.98,34.96,14.9,14.34,18.01,32.3,15.56,17.52,29.67
19.42,16.05,34.47,14.1,12.8,16.48,32.33,16.01,14.64,29.3
17.12,17.25,35.3,14.48,12.54,16.06,32.26,16.07,15.11,29.13
15.94,17.7,36.64,12.81,13.15,15.56,33.03,15.88,14.34,29.79
16.68,17.2,38.49,15.2,11.53,16.23,32.1,11.72,14.32,29.6
18.35,15.42,38.45,15.11,10.14,17.52,32.94,14.6,15.32,29.94
17.09,15.99,38.84,14.78,11.51,18.02,33.15,14.78,15.12,30.32
16.45,16.69,39.07,13.63,12.44,18.23,32.85,15.84,15.29,29.63
17.73,19.13,37.88,13.42,11.64,17.21,32.49,13.97,15.55,30.15
16.19,19.01,37.36,14.04,12.23,17.47,33.21,13.47,15.11,31.03
15.47,17.65,36.76,13.59,12.13,17.4,33.46,13.57,14.56,31.02
15.89,18.17,36.74,13.29,11.96,17.02,32.49,13.14,14.55,29.5
16.02,18.42,38.26,14.8,12.3,17.77,31.72,13.36,15.42,28.28
16.08,18.94,39.23,14.73,11.8,18.89,31.72,15.5,16.21,28.39
14.59,18.5,39.37,12.46,11.76,18.83,31.81,16.23,13.54,28.46
14.87,15.47,40.32,13.87,12.45,19.7,32.13,13.37,13.48,28.66
15.34,15.98,39.82,15.05,11.91,20.36,31.96,14.3,14.88,28.68
14.46,15.94,39.49,13.18,15.77,19.69,32.05,14.73,13.37,29.26
15.38,17.85,39.45,12.27,13.19,17.88,32.31,11.25,13.68,29.38
15.46,19.95,38.63,13.03,10.45,18.4,32.53,10.67,13.06,29.58
13.76,18.9,38.73,14.6,10.37,19.54,32.38,13.68,13.97,29.56
14.05,14.92,39.2,15.44,10.68,20.77,31.6,13.62,14.74,27.89
16.36,16.62,39.51,15.77,10.03,19.97,30.87,15.78,17.39,27.36
12.82,16.05,38.81,11.87,11.26,21.76,30.86,17.05,15.16,27.14
13.59,15.11,37.27,13.16,12.16,21.21,31.05,19.07,14.26,27.64
14.19,15.94,37.43,13.73,11.44,22.61,30.42,18.93,14.91,27.14
13.96,18.2,37.64,13.45,11.67,22.31,29.23,19.85,15.13,26.57
13.02,15.14,37.28,12.76,11.07,22.12,28.34,17.13,14.65,25.15
11.68,14.64,37.63,11.89,10.3,21.55,28.59,15.46,12.72,24.81
11.99,13.2,38.21,11.29,11.98,20.33,28.42,11.63,12.0,24.92
11.43,13.22,39.09,12.38,11.01,19.38,29.08,11.54,13.03,25.0
13.85,13.95,39.48,11.91,9.95,19.23,29.49,12.47,15.28,25.5
15.18,15.16,39.82,14.56,9.68,20.21,29.24,14.05,16.31,25.19
14.81,17.02,40.23,13.47,9.49,20.33,29.6,14.69,14.38,25.92
14.81,18.28,40.28,14.57,10.11,20.33,29.55,15.8,15.78,26.06
15.6,19.23,41.15,15.51,9.93,20.24,29.24,18.15,18.0,25.58
15.96,20.87,41.23,15.81,8.93,22.21,28.68,21.61,18.03,25.33
14.94,16.79,40.97,14.73,7.95,22.72,28.79,22.2,17.29,24.77
15.67,17.81,38.99,14.84,7.72,21.33,28.83,21.18,17.45,25.44
16.18,21.44,36.94,16.81,9.03,21.99,29.34,20.71,16.61,25.91
16.51,19.24,37.05,16.8,9.49,20.7,29.62,16.69,16.3,26.47
18.05,18.72,38.13,17.91,9.6,21.65,28.7,16.05,17.55,25.06
19.37,20.21,35.09,19.84,7.69,23.42,29.0,18.26,20.15,25.37
20.81,21.67,36.02,20.07,10.09,22.83,28.36,20.0,21.79,24.82
22.51,24.4,36.06,20.68,9.81,22.84,27.95,19.82,23.24,25.29
20.73,25.23,32.06,18.1,9.75,25.13,27.85,19.68,22.13,24.33
17.02,23.19,31.85,15.92,11.23,25.7,27.41,22.05,16.97,23.7
18.4,23.73,32.83,17.06,10.38,21.95,28.45,24.76,16.72,25.29
17.26,22.77,33.33,15.74,9.23,23.02,28.24,20.16,18.05,25.12
15.59,17.65,33.18,15.75,8.93,23.35,28.34,16.85,16.67,25.54
14.91,16.22,33.78,15.27,8.18,21.54,28.15,14.94,15.83,25.44
14.09,15.24,30.67,15.65,6.55,21.17,28.36,14.08,15.97,25.53
15.86,15.73,28.55,15.18,7.82,22.85,28.05,15.28,16.86,25.24
16.71,16.84,31.32,16.89,8.21,22.88,28.0,18.16,17.71,25.51
16.3,21.94,29.85,14.08,7.72,21.94,28.03,20.9,16.0,25.29
15.47,18.12,30.08,13.84,7.68,22.55,27.82,15.05,15.15,25.08
